id,index_time,author,description,keywords,license_url,content,url,source_file_path,source_file_offset,domain,text,content_type_full
"20200327181037/9/hOo9FEKMczIqbGokCn9Q==","Mon Oct 23 09:04:44 GMT 2023","","M0014534 Portrait of John DeeCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgPortrait of John Dee, holding scroll, 3/4 lengthOilPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","http://journal.sciencemuseum.ac.uk/ImageGen.ashx?image=/media/2520/3-portrait_of_john_dee_wellcome_m0014534.jpg&compression=90&height=125&width=125","/host_dir/MW-TNAUKGWA-41399-000-20200327175950-www.gov.uk-00027.warc.gz","448993641","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20200327200725/0MeRtALD6VktY+TrJJJ9Dg==","Mon Oct 23 08:49:31 GMT 2023","","HISTORY OF THE IMPERIAL WAR MUSEUM (Q 64060) Preparations for war: A barrage balloon is inflated in front of the Imperial War Museum at Lambeth Road, London. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205207283","","","","https://media.iwm.org.uk/ciim5/50/252/large_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327195557-www.gov.uk-00034.warc.gz","223422491","iwm.org.uk","","image/jpeg"
"20230908220537/2IXCnQ04jCy/eiELW2ZoWQ==","Mon Oct 23 08:48:16 GMT 2023","Science Museum Photo Studio","Trade card for John Yarwell, optician, London, England, 1697.Trade card: John Yarwell, at the Archimedes and 3 pair of Golden Spectacles in Ludgate Street, the Shop next Ludgate, London, Makes True Spectacles and other optical instruments.1697. (Calv. 461).John Yarwell was an English optician working in London from 1671 to 1708. This trade card advertises spectacle frames made from horn, steel, silver, tortoiseshell and leather. Yarwell's clients were wealthy and could afford these luxury materials. Like most other opticians of the time, Yarwell also made telescopes, microscopes and thermometers. It was not unusual for opticians to make instruments such as these, which required highly ground lenses, as this was a skill that spectacle makers had acquired and developed in the course of their day to day work.","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2022/10/fig-2-1951-0685_0088-832x1024.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908215649-www.gov.uk-00033.warc.gz","459214826","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20230908220538/JpUv0j6kSA5EDp/GcUGbwA==","Mon Oct 23 08:48:16 GMT 2023","Science Museum Photo Studio","Trade card for John Yarwell, optician, London, England, 1697.Trade card: John Yarwell, at the Archimedes and 3 pair of Golden Spectacles in Ludgate Street, the Shop next Ludgate, London, Makes True Spectacles and other optical instruments.1697. (Calv. 461).John Yarwell was an English optician working in London from 1671 to 1708. This trade card advertises spectacle frames made from horn, steel, silver, tortoiseshell and leather. Yarwell's clients were wealthy and could afford these luxury materials. Like most other opticians of the time, Yarwell also made telescopes, microscopes and thermometers. It was not unusual for opticians to make instruments such as these, which required highly ground lenses, as this was a skill that spectacle makers had acquired and developed in the course of their day to day work.","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2022/10/fig-2-1951-0685_0088-244x300.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908215649-www.gov.uk-00033.warc.gz","460819871","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20230908220539/+NDXhfGUVBBjv45gtxN5ww==","Mon Oct 23 08:48:16 GMT 2023","Science Museum Photo Studio","Trade card for John Yarwell, optician, London, England, 1697.Trade card: John Yarwell, at the Archimedes and 3 pair of Golden Spectacles in Ludgate Street, the Shop next Ludgate, London, Makes True Spectacles and other optical instruments.1697. (Calv. 461).John Yarwell was an English optician working in London from 1671 to 1708. This trade card advertises spectacle frames made from horn, steel, silver, tortoiseshell and leather. Yarwell's clients were wealthy and could afford these luxury materials. Like most other opticians of the time, Yarwell also made telescopes, microscopes and thermometers. It was not unusual for opticians to make instruments such as these, which required highly ground lenses, as this was a skill that spectacle makers had acquired and developed in the course of their day to day work.","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2022/10/fig-2-1951-0685_0088.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908215649-www.gov.uk-00033.warc.gz","462064652","sciencemuseum.ac.uk","","image/jpeg; version=2.2.1"
"20230908220540/OYBEgzTUNWb0FX/27kU6Fw==","Mon Oct 23 08:48:16 GMT 2023","Science Museum Photo Studio","Trade card for John Yarwell, optician, London, England, 1697.Trade card: John Yarwell, at the Archimedes and 3 pair of Golden Spectacles in Ludgate Street, the Shop next Ludgate, London, Makes True Spectacles and other optical instruments.1697. (Calv. 461).John Yarwell was an English optician working in London from 1671 to 1708. This trade card advertises spectacle frames made from horn, steel, silver, tortoiseshell and leather. Yarwell's clients were wealthy and could afford these luxury materials. Like most other opticians of the time, Yarwell also made telescopes, microscopes and thermometers. It was not unusual for opticians to make instruments such as these, which required highly ground lenses, as this was a skill that spectacle makers had acquired and developed in the course of their day to day work.","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2022/10/fig-2-1951-0685_0088-768x946.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908215649-www.gov.uk-00033.warc.gz","464372291","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20230908220544/i0b7qKm0yQ852Vpk74uhmw==","Mon Oct 23 08:48:17 GMT 2023","Science Museum Photo Studio","Trade card for John Yarwell, optician, London, England, 1697.Trade card: John Yarwell, at the Archimedes and 3 pair of Golden Spectacles in Ludgate Street, the Shop next Ludgate, London, Makes True Spectacles and other optical instruments.1697. (Calv. 461).John Yarwell was an English optician working in London from 1671 to 1708. This trade card advertises spectacle frames made from horn, steel, silver, tortoiseshell and leather. Yarwell's clients were wealthy and could afford these luxury materials. Like most other opticians of the time, Yarwell also made telescopes, microscopes and thermometers. It was not unusual for opticians to make instruments such as these, which required highly ground lenses, as this was a skill that spectacle makers had acquired and developed in the course of their day to day work.","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2022/10/fig-2-1951-0685_0088-125x125.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908215649-www.gov.uk-00033.warc.gz","471211047","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20200327121004/qf+m6MS8Rfc9Z6Arh2UItg==","Mon Oct 23 08:37:18 GMT 2023","","THE HOME FRONT IN BRITAIN DURING THE SECOND WORLD WAR (D 25035) People queuing at a greengrocers in High Road, Wood Green, North London, a familiar wartime sight. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205195174","","","","https://media.iwm.org.uk/ciim5/38/184/large_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327115745-www.gov.uk-00000.warc.gz","25192934","iwm.org.uk","","image/jpeg"
"20200327232206/Ltn507PJjoCRy3GozwSN4Q==","Mon Oct 23 08:17:59 GMT 2023","","THE MOBILISATION OF THE BRITISH ARMY, 1914 (Q 53234) Recruits wait for their pay in the churchyard of St. Martin in the Fields, Trafalgar Square, London, August 1914. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205022660","","","","https://www.iwm.org.uk/sites/default/files/2018-05/large_000000_2.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327231240-www.gov.uk-00048.warc.gz","401445435","iwm.org.uk","","image/jpeg"
"20200327144548/sk9X/hFJwfIH2dLnAanwpg==","Mon Oct 23 08:59:09 GMT 2023","","THE EMPLOYMENT OF WOMEN IN BRITAIN, 1914-1918 (Q 31088) Two members of the Women's Police Service comparing notes with a male police constable at Euston Station, London, 1918. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205194999","","","","https://media.iwm.org.uk/ciim5/38/9/large_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","133140464","iwm.org.uk","","image/jpeg"
"20200327221930/6xQw4nQjXzhfG+IhnGUMiw==","Mon Oct 23 08:42:05 GMT 2023","","THE EMPLOYMENT OF WOMEN IN BRITAIN, 1914-1918 (Q 31088) Two members of the Women's Police Service comparing notes with a male police constable at Euston Station, London, 1918. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205194999","","","","https://media.iwm.org.uk/ciim5/401/768/mid_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327221636-www.gov.uk-00043.warc.gz","90624406","iwm.org.uk","","image/jpeg"
"20200327221932/NuiSl4oSbnFVklOYiswKVQ==","Mon Oct 23 08:42:05 GMT 2023","","THE EMPLOYMENT OF WOMEN IN BRITAIN, 1914-1918 (Q 31088) Two members of the Women's Police Service comparing notes with a male police constable at Euston Station, London, 1918. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205194999","","","","https://media.iwm.org.uk/ciim5/508/260/mid_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327221636-www.gov.uk-00043.warc.gz","92039681","iwm.org.uk","","image/jpeg"
"20200327221958/WL9MqG5ZDSCRgeac0NwSIA==","Mon Oct 23 08:42:08 GMT 2023","","THE EMPLOYMENT OF WOMEN IN BRITAIN, 1914-1918 (Q 31088) Two members of the Women's Police Service comparing notes with a male police constable at Euston Station, London, 1918. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205194999","","","","https://media.iwm.org.uk/ciim5/38/9/mid_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327221636-www.gov.uk-00043.warc.gz","101899453","iwm.org.uk","","image/jpeg"
"20200327222337/26KJEeqKebQqM805LQrd7Q==","Mon Oct 23 08:42:37 GMT 2023","Andrew Tunnard","Age of Terror: Art since 9/11 in Temporary exhibition space and D East and D West at IWM London. Surveillance Camera with Plinth 2015. Ai Weiwei. Sculpture. ©Courtesy, the Artist and Lisson Gallery.Photographed 24th of October 2017.","","","","https://www.iwm.org.uk/sites/default/files/2017-12/iwm_site_lam_005493.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327221636-www.gov.uk-00043.warc.gz","239794498","iwm.org.uk","","image/jpeg; version=2.1"
"20200327144548/1HdgGDfSlHUzGmBvjgJszA==","Mon Oct 23 08:59:09 GMT 2023","","photograph (Q 66159) Officers of the Women Police Service led by Inspector Mary Allen, a former suffragette, maintain order at the Women�s War Work Exhibition, Knightsbridge, London, May 1916 Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205313224","","","","https://media.iwm.org.uk/ciim5/329/779/large_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","134463649","iwm.org.uk","","image/jpeg"
"20200327144849/4NJf9t8cT4O1FZHUX+XcRg==","Mon Oct 23 08:59:29 GMT 2023","","FILM STILLS IN COLOUR FROM ROSIE NEWMAN'S FILM 'BRITAIN AT WAR', 1940 - 1941 (HU 67287) Night time scene showing a bombed building on fire in London during the Blitz, 1940. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205117363","","","","https://media.iwm.org.uk/ciim5/578/899/large_HU_067287.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","215411622","iwm.org.uk","","image/jpeg"
"20200327225417/3Kf/0ldCQ13AvdDDJdsXaA==","Mon Oct 23 09:15:52 GMT 2023","","THE BRITISH ARMY ON THE HOME FRONT, 1914-1918 (Q 30505) British soldiers loaded with kit, as they arrive at Victoria Station, London, at the start of a period of leave. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205194039","","","","https://www.iwm.org.uk/sites/default/files/2018-06/large_000000_52.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327223940-www.gov.uk-00045.warc.gz","499113329","iwm.org.uk","","image/jpeg"
"20230908134105/Ft+S2GDu3m0O3epJwqY6GQ==","Mon Oct 23 08:26:40 GMT 2023","Simon Dawson / No10 Downing Street","06/09/2022. London, United Kingdom. Official Cabinet Portrait; Secretary of State for International Trade and President of the Board of Trade – Kemi Badenoch MP poses for a photograph in 10 Downing Street. Picture by Simon Dawson / No 10 Downing Street","","","","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/feature/image/97528/s465_Trade_Secretary.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908132629-www.gov.uk-00001.warc.gz","273355927","service.gov.uk","","image/jpeg; version=1.01"
"20230908183230/vfbms0y+lRjAh26q6xwezg==","Mon Oct 23 08:57:28 GMT 2023","Caroline Teo","Ten new mass Covid vaccination centres are to open in England from Monday, as the government bids to meet its target of offering 15 million people in the UK a dose by 15 February.Olympic Office Centre in Wembley, North London","","","","https://www.grenfell.nhs.uk/application/files/5816/1253/4581/WembleyVacHub-0051.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908182032-www.gov.uk-00019.warc.gz","207818292","grenfell.nhs.uk","","image/jpeg"
"20200327153400/V3pydEk/cNDbWK4yQju7xg==","Mon Oct 23 08:23:22 GMT 2023","Rob Stothard","LONDON, ENGLAND - MAY 06: Chelsea Pensioner Barbara Whilds, 68, a retired army psychiatric nurse, talks to other residents of the Royal Hospital Chelsea, a retirement home for former members of the British Army on May 6, 2014 in London, England. Barbara is the first woman to move onto the Long Wards since the refurbishments to modernise the accommodation at the Royal Hospital Chelsea. Women were first admitted to the Royal Hospital in 2009 but until now they had live in separate accommodation due to limited bathroom facilities. (Photo by Rob Stothard/Getty Images)","","","","https://www.chelsea-pensioners.co.uk/sites/default/files/Dom%20care%20Thumb.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327152545-www.gov.uk-00015.warc.gz","340775404","chelsea-pensioners.co.uk","","image/jpeg; version=1.01"
"20200327223048/clXJ4BMmykWH/bukCqit/A==","Mon Oct 23 08:55:30 GMT 2023","","AIR RAID DAMAGE IN BRITAIN DURING THE SECOND WORLD WAR (HU 36220) Standing out of the flames and smoke of surrounding blazing buildings, St Paul's Cathedral during the great fire raid in London. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205070067","","","","https://media.iwm.org.uk/ciim5/12/983/large_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327222618-www.gov.uk-00044.warc.gz","150357543","iwm.org.uk","","image/jpeg"
"20200327172938/zeSRLAfMJKhQfrT8QGupEQ==","Mon Oct 23 08:24:24 GMT 2023","Wellcome Library, London","L0030576 WMS 5484, Florence NightingaleCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgMANUSCRIPTS: Western MS 5484Florence Nightingale (1820-1910)Cutting of a drawing 'The New Barrack-Hospital, atScutari', c. 1854-55, f. 5rPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","http://journal.sciencemuseum.ac.uk/ImageGen.ashx?image=/media/2370/fig-3-l0030576.jpg&compression=90&height=125&width=125","/host_dir/MW-TNAUKGWA-41399-000-20200327172357-www.gov.uk-00024.warc.gz","363192442","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20230908215242/B5xP1LzqYeBcy6xJCfjYeQ==","Mon Oct 23 08:39:59 GMT 2023","Wellcome Library, London","L0030576 WMS 5484, Florence NightingaleCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgMANUSCRIPTS: Western MS 5484Florence Nightingale (1820-1910)Cutting of a drawing 'The New Barrack-Hospital, atScutari', c. 1854-55, f. 5rPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2020/05/fig-3-l0030576.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908214808-www.gov.uk-00032.warc.gz","364792408","sciencemuseum.ac.uk","","image/jpeg; version=2.2.1"
"20200327121223/DT+E5ejSW1w1cYjnXP3MpQ==","Mon Oct 23 08:37:24 GMT 2023","Andrew Parsons / 10 Downing Street","26/03/2020. London, United Kingdom. Boris Johnson Covid-19 26/03. The Prime Minister Boris Johnson in the study of No10 Downing Street, on a video conference call to other G20 leaders during the coronavirus. Picture by Andrew Parsons / No 10 Downing Street","","","","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/feature/image/76482/s465_G20_small.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327115745-www.gov.uk-00000.warc.gz","43625668","service.gov.uk","","image/jpeg; version=1.01"
"20200327143518/ot3P2ZZuB92NYGlajaAY9w==","Mon Oct 23 09:17:01 GMT 2023","Andrew Tunnard","Teacher's CPD event - Using historical enquiry skills to deepen student's understanding of conflict.A CPD event was ran for history teachers at IWM London in the Orpen boardroom and the Park View room, covering a variety of topics related to history education.Photographed 9th February 2019.","","","","https://www.iwm.org.uk/sites/default/files/2019-11/iwm_2019_006_0079.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","295016183","iwm.org.uk","","image/jpeg"
"20230908164449/WbdvfkFifBRp8NwKMgOCew==","Mon Oct 23 08:53:37 GMT 2023","Jon Enoch","NICE board members pictured at their East London Office - April 2022. The National Institute for Health and Care Excellence is an executive non-departmental public body of the Department of Health and Social Care in England that publishes guidelines related to health. Jon Enoch","","","","https://www.oxfordahsn.org/wp-content/uploads/2013/08/Gary-Ford-1-NICE-1-scaled-e1693318146861-100x100.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908164434-www.gov.uk-00012.warc.gz","18113180","oxfordahsn.org","","image/jpeg; version=1.01"
"20230908164449/X3sVzC3dMwwlclKBkuqZ/g==","Mon Oct 23 08:53:37 GMT 2023","Jon Enoch","NICE board members pictured at their East London Office - April 2022. The National Institute for Health and Care Excellence is an executive non-departmental public body of the Department of Health and Social Care in England that publishes guidelines related to health. Jon Enoch","","","","https://www.oxfordahsn.org/wp-content/uploads/2013/08/Gary-Ford-1-NICE-1-scaled-e1693318146861.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908164434-www.gov.uk-00012.warc.gz","17785661","oxfordahsn.org","","image/jpeg; version=1.01"
"20230908223722/iUeXO5rQ7bZMlGe+SbkRjg==","Mon Oct 23 08:28:22 GMT 2023","Pippa Fowles / No10 Downing Street","30/05/2020. London, United Kingdom. Secretary of State for Digital, Culture, Media and Sport, Oliver Dowden holds the Daily Covid-19 Press Conference with Deputy Chief Medical Officer, Professor Jonathan Van-Tam in 10 Downing Street. Picture by Pippa Fowles / No 10 Downing Street.","","","","https://dcmsblog.uk/wp-content/uploads/2020/05/49952263691_2c60a137d6_o-630x330.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908223349-www.gov.uk-00039.warc.gz","159659746","dcmsblog.uk","","image/jpeg; version=1.01"
"20200327221016/UJX7ITOKwWa152ctsvfZPQ==","Mon Oct 23 09:21:43 GMT 2023","","THE EMPLOYMENT OF WOMEN IN BRITAIN, 1914-1918 (Q 31065) A portrait of a female brewer, as she use a hammer and nails to secure the lid of a cask or barrel at a brewery in London. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205125026","","","","https://media.iwm.org.uk/ciim5/21/9/large_000000.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327220704-www.gov.uk-00042.warc.gz","184836127","iwm.org.uk","","image/jpeg"
"20230908164624/0TK8iNBrAHCEuSH6hqW5Kw==","Mon Oct 23 08:53:46 GMT 2023","","2CB6J7N Science Museum Deputy Director Julia Knights poses for a portrait ahead of the reopening of the Science Museum, after lockdown restrictions were eased following the outbreak of the coronavirus disease (COVID-19), London, Britain, August 10, 2020. Picture taken on August 10, 2020. REUTERS/Toby Melville","","","","https://www.sciencemuseumgroup.org.uk/wp-content/uploads/2022/06/2CB6J7N-1534x2048.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908164434-www.gov.uk-00012.warc.gz","56810498","sciencemuseumgroup.org.uk","","image/jpeg; version=1.01"
"20230908164624/xeXYAd0+XYl8l6Y7Ezc19A==","Mon Oct 23 08:53:46 GMT 2023","","2CB6J7N Science Museum Deputy Director Julia Knights poses for a portrait ahead of the reopening of the Science Museum, after lockdown restrictions were eased following the outbreak of the coronavirus disease (COVID-19), London, Britain, August 10, 2020. Picture taken on August 10, 2020. REUTERS/Toby Melville","","","","https://www.sciencemuseumgroup.org.uk/wp-content/uploads/2022/06/2CB6J7N-scaled.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908164434-www.gov.uk-00012.warc.gz","56201430","sciencemuseumgroup.org.uk","","image/jpeg; version=1.01"
"20230908164626/ji44c9JyuA2Aw+djRF6nxw==","Mon Oct 23 08:53:46 GMT 2023","","2CB6J7N Science Museum Deputy Director Julia Knights poses for a portrait ahead of the reopening of the Science Museum, after lockdown restrictions were eased following the outbreak of the coronavirus disease (COVID-19), London, Britain, August 10, 2020. Picture taken on August 10, 2020. REUTERS/Toby Melville","","","","https://www.sciencemuseumgroup.org.uk/wp-content/uploads/2022/06/2CB6J7N-225x300.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908164434-www.gov.uk-00012.warc.gz","57695598","sciencemuseumgroup.org.uk","","image/jpeg; version=1.01"
"20230908164627/1RX1nXuTVWzIFS3xjDzR9Q==","Mon Oct 23 08:53:46 GMT 2023","","2CB6J7N Science Museum Deputy Director Julia Knights poses for a portrait ahead of the reopening of the Science Museum, after lockdown restrictions were eased following the outbreak of the coronavirus disease (COVID-19), London, Britain, August 10, 2020. Picture taken on August 10, 2020. REUTERS/Toby Melville","","","","https://www.sciencemuseumgroup.org.uk/wp-content/uploads/2022/06/2CB6J7N-768x1025.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908164434-www.gov.uk-00012.warc.gz","57724342","sciencemuseumgroup.org.uk","","image/jpeg; version=1.01"
"20230908164627/a/mpJezJ9JdU7TJaQM4HJw==","Mon Oct 23 08:53:46 GMT 2023","","2CB6J7N Science Museum Deputy Director Julia Knights poses for a portrait ahead of the reopening of the Science Museum, after lockdown restrictions were eased following the outbreak of the coronavirus disease (COVID-19), London, Britain, August 10, 2020. Picture taken on August 10, 2020. REUTERS/Toby Melville","","","","https://www.sciencemuseumgroup.org.uk/wp-content/uploads/2022/06/2CB6J7N-1150x1536.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908164434-www.gov.uk-00012.warc.gz","57805620","sciencemuseumgroup.org.uk","","image/jpeg; version=1.01"
"20230908164633/n7/t/YayEstdhsD1T0NACw==","Mon Oct 23 08:53:46 GMT 2023","","2CB6J7N Science Museum Deputy Director Julia Knights poses for a portrait ahead of the reopening of the Science Museum, after lockdown restrictions were eased following the outbreak of the coronavirus disease (COVID-19), London, Britain, August 10, 2020. Picture taken on August 10, 2020. REUTERS/Toby Melville","","","","https://www.sciencemuseumgroup.org.uk/wp-content/uploads/2022/06/2CB6J7N-767x1024.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908164434-www.gov.uk-00012.warc.gz","58857264","sciencemuseumgroup.org.uk","","image/jpeg; version=1.01"
"20200327172938/InpRu2/RaRYjFNR5thwz1w==","Mon Oct 23 08:24:23 GMT 2023","Wellcome Library, London","V0015438 Crimean War: Florence Nightingale and Mr Bracebridge at CathCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgCrimean War: Florence Nightingale and Mr Bracebridge at Cathcart's Hill burial ground. Tinted lithograph after W. Simpson.By: William SimpsonPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","http://journal.sciencemuseum.ac.uk/ImageGen.ashx?image=/media/2376/v0015438-hero-b.jpg&compression=90&width=558","/host_dir/MW-TNAUKGWA-41399-000-20200327172357-www.gov.uk-00024.warc.gz","362963462","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20200327173057/vFDWQoSUdZqE9/3qa7+FsQ==","Mon Oct 23 08:24:31 GMT 2023","Wellcome Library, London","V0015438 Crimean War: Florence Nightingale and Mr Bracebridge at CathCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgCrimean War: Florence Nightingale and Mr Bracebridge at Cathcart's Hill burial ground. Tinted lithograph after W. Simpson.By: William SimpsonPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","http://journal.sciencemuseum.ac.uk/ImageGen.ashx?image=/media/2371/fig-4-v0015438.jpg&compression=90&height=125&width=125","/host_dir/MW-TNAUKGWA-41399-000-20200327172357-www.gov.uk-00024.warc.gz","458237974","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20200327235300/ZMlZNudxKhEWoPFbwnO+PA==","Mon Oct 23 08:52:08 GMT 2023","Wellcome Library, London","V0015438 Crimean War: Florence Nightingale and Mr Bracebridge at CathCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgCrimean War: Florence Nightingale and Mr Bracebridge at Cathcart's Hill burial ground. Tinted lithograph after W. Simpson.By: William SimpsonPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","http://journal.sciencemuseum.ac.uk/media/2367/fig-4-v0015438.jpg","/host_dir/MW-TNAUKGWA-41399-000-20200327234842-www.gov.uk-00051.warc.gz","166553563","sciencemuseum.ac.uk","","image/jpeg; version=2.2.1"
"20230908215227/fLQMJrzUi+3FKxbqJ0XMGA==","Mon Oct 23 08:39:58 GMT 2023","Wellcome Library, London","V0015438 Crimean War: Florence Nightingale and Mr Bracebridge at CathCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgCrimean War: Florence Nightingale and Mr Bracebridge at Cathcart's Hill burial ground. Tinted lithograph after W. Simpson.By: William SimpsonPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2020/04/v0015438-hero-b.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908214808-www.gov.uk-00032.warc.gz","351005398","sciencemuseum.ac.uk","","image/jpeg; version=2.2.1"
"20230908215239/h7eWnHLP1lKk42ZKerE4Hw==","Mon Oct 23 08:39:59 GMT 2023","Wellcome Library, London","V0015438 Crimean War: Florence Nightingale and Mr Bracebridge at CathCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgCrimean War: Florence Nightingale and Mr Bracebridge at Cathcart's Hill burial ground. Tinted lithograph after W. Simpson.By: William SimpsonPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2020/04/v0015438-hero-b-300x161.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908214808-www.gov.uk-00032.warc.gz","362563243","sciencemuseum.ac.uk","","image/jpeg; version=1.01"
"20230908215244/gwmR8VgRo8lSxGtpS4HGEQ==","Mon Oct 23 08:39:59 GMT 2023","Wellcome Library, London","V0015438 Crimean War: Florence Nightingale and Mr Bracebridge at CathCredit: Wellcome Library, London. Wellcome Imagesimages@wellcome.ac.ukhttp://wellcomeimages.orgCrimean War: Florence Nightingale and Mr Bracebridge at Cathcart's Hill burial ground. Tinted lithograph after W. Simpson.By: William SimpsonPublished: - Copyrighted work available under Creative Commons Attribution only licence CC BY 4.0 http://creativecommons.org/licenses/by/4.0/","","","","https://journal.sciencemuseum.ac.uk/wp-content/uploads/2020/05/fig-4-v0015438.jpg","/host_dir/MW-TNAUKGWA-64115-000-20230908214808-www.gov.uk-00032.warc.gz","366895902","sciencemuseum.ac.uk","","image/jpeg; version=2.2.1"
