id,index_time,author,description,keywords,license_url,url,image_size,source_file_path,source_file_offset
"20200327221003/2LHLIfgF6U7KNVgkVbRUqQ==","Mon Oct 16 13:15:34 GMT 2023","","MUNITIONS FACTORIES IN THE UNITED KINGDOM DURING THE FIRST WORLD WAR (HU 96426) Three female munitions workers stand in front of 15-inch high explosive shells at the National Shell Filling Factory at Chilwell, Nottinghamshire, during the First World War. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205092913","","","https://media.iwm.org.uk/ciim5/295/434/large_000000.jpg","511200","/host_dir/MW-TNAUKGWA-41399-000-20200327220704-www.gov.uk-00042.warc.gz","175527637"
"20200327143342/T0aVa8Rjha9moq4HYAOLfA==","Mon Oct 16 13:13:11 GMT 2023","Andrew Tunnard","IWM Patron's Christmas Party in the Harmsworth Room of the Churchill War Rooms.Photographed 27th November, 2017.","","","https://www.iwm.org.uk/sites/default/files/2018-05/iwm_2017_096_0091_0.jpg","4094480","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","235759030"
"20200327143839/VSR60DBzUzAN6lSSepzEDg==","Mon Oct 16 13:00:27 GMT 2023","Andrew Tunnard","A tour taking place in the First World War galleries of IWM London.Photographed 9th December, 2016.","","","https://www.iwm.org.uk/sites/default/files/2018-09/firstworldwartour.jpg","4094480","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","16585788"
"20200327224125/UzBjCCsiJe0sTfFqlaJRCw==","Mon Oct 16 13:10:13 GMT 2023","","MUNITIONS FACTORIES IN THE UNITED KINGDOM DURING THE FIRST WORLD WAR (HU 96417) The interior of the shell press house at the National Shell Filling Factory at Chilwell, Nottinghamshire, on 18 May 1916. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205092906","","","https://media.iwm.org.uk/ciim5/295/423/large_000000.jpg","504000","/host_dir/MW-TNAUKGWA-41399-000-20200327223940-www.gov.uk-00045.warc.gz","69308833"
"20200327222052/8C+2Pn9Ub+De7jfyS7C/og==","Mon Oct 16 12:49:30 GMT 2023","","MUNITIONS FACTORIES IN THE UNITED KINGDOM DURING THE FIRST WORLD WAR (HU 96421) View of the Red Cross nurses building on site at the National Shell Filling Factory at Chilwell, Nottinghamshire, on 21 November 1916. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205092908","","","https://media.iwm.org.uk/ciim5/295/429/large_000000.jpg","511200","/host_dir/MW-TNAUKGWA-41399-000-20200327221636-www.gov.uk-00043.warc.gz","129462708"
"20200327222026/RbM9ezHWSmJkvyNDz5xlGA==","Mon Oct 16 12:49:24 GMT 2023","","MUNITIONS FACTORIES IN THE UNITED KINGDOM DURING THE FIRST WORLD WAR (HU 96423) Ground seen on 15 December 1915 upon which the filled shell store of the National Shell Filling Factory at Chilwell, Nottinghamshire, was built. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205092910","","","https://media.iwm.org.uk/ciim5/295/431/large_000000.jpg","504800","/host_dir/MW-TNAUKGWA-41399-000-20200327221636-www.gov.uk-00043.warc.gz","111962190"
"20200327144619/FD4gX6uAnfqTM00rBALkfg==","Mon Oct 16 13:01:11 GMT 2023","","MUNITIONS FACTORIES IN THE UNITED KINGDOM DURING THE FIRST WORLD WAR (HU 96428A) One half of a panoramic view taken on 4 July 1918 of the destruction caused by an explosion three days earlier in the Amatol Mixing House at the National Shell Filling Factory at Chilwell, Nottinghamshire, in which 134 people died. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205129344","","","https://media.iwm.org.uk/ciim5/295/436/large_000000.jpg","438400","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","159107401"
"20200327222025/4IWJMKsBN7wP28c+YCIXKw==","Mon Oct 16 12:49:24 GMT 2023","","MUNITIONS FACTORIES IN THE UNITED KINGDOM DURING THE FIRST WORLD WAR (HU 96428A) One half of a panoramic view taken on 4 July 1918 of the destruction caused by an explosion three days earlier in the Amatol Mixing House at the National Shell Filling Factory at Chilwell, Nottinghamshire, in which 134 people died. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205129344","","","https://media.iwm.org.uk/ciim5/295/436/mid_000000.jpg","61500","/host_dir/MW-TNAUKGWA-41399-000-20200327221636-www.gov.uk-00043.warc.gz","111199514"
"20200328000059/ja2EW2DgUqbFdtI1W8Cs1g==","Mon Oct 16 12:59:33 GMT 2023","","WINSTON CHURCHILL DURING THE SECOND WORLD WAR IN THE UNITED KINGDOM (H 9265) Winston Churchill is cheered by workers during a visit to bomb damaged Plymouth on 2 May 1941. The Prime Minister was accompanied by Lady Nancy Astor, Lord Mayoress of Plymouth, on this visit, who can be seen behind Churchill. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205196631","","","https://media.iwm.org.uk/ciim5/39/597/large_000000.jpg","639200","/host_dir/MW-TNAUKGWA-41399-000-20200327234842-www.gov.uk-00051.warc.gz","408038685"
"20200327204152/JFRuNEgLwEX4YpRXVowotw==","Mon Oct 16 13:06:18 GMT 2023","","IWM London Re-Opening Private View Day 18th July 2014. guests look arounds and interact with the First World War Galleries exhibition.","","","https://www.iwm.org.uk/sites/default/files/2018-01/iwmlondon_first_world_war_galleries.jpg","4367360","/host_dir/MW-TNAUKGWA-41399-000-20200327203254-www.gov.uk-00036.warc.gz","265535803"
"20200327172602/sGZJVom9UHSesoVy+eX3Pg==","Mon Oct 16 12:39:28 GMT 2023","National Savings Committee, the Post Office Savings Department and the Department for National Savings","","","","https://cdn.nationalarchives.gov.uk/blog/wp-content/uploads/2018/07/01142204/NSC-5_1037_1939-1945crop.jpg","175000","/host_dir/MW-TNAUKGWA-41399-000-20200327172357-www.gov.uk-00024.warc.gz","86320233"
"20200327221353//mdIgLp3dk1T0v9+7pBQPw==","Mon Oct 16 13:16:10 GMT 2023","","AIR RAID DAMAGE IN THE UNITED KINGDOM DURING THE FIRST WORLD WAR. (HO 81) A view of the roof of the General Post Office, looking across to St Paul's Cathedral in the background, showing piles of salvaged materials and debris piled on the roof following a raid which occurred on 7 July 1917. This was the second daylight aeroplane raid on London and the damage was caused by a 15 kilogram bomb. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205213214","","","https://media.iwm.org.uk/ciim5/56/178/large_000000.jpg","535200","/host_dir/MW-TNAUKGWA-41399-000-20200327220704-www.gov.uk-00042.warc.gz","368723643"
"20200327144849/4NJf9t8cT4O1FZHUX+XcRg==","Mon Oct 16 13:01:28 GMT 2023","","FILM STILLS IN COLOUR FROM ROSIE NEWMAN'S FILM 'BRITAIN AT WAR', 1940 - 1941 (HU 67287) Night time scene showing a bombed building on fire in London during the Blitz, 1940. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205117363","","","https://media.iwm.org.uk/ciim5/578/899/large_HU_067287.jpg","452000","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","215411622"
"20200327143033//SfTiG9oP8RLLt5LycmOyQ==","Mon Oct 16 13:12:55 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 984) Members of the ships company in the control room on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. They are standing around the search periscope, just before it was dismantled and removed as part of the disposal process. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260827","","","https://media.iwm.org.uk/ciim5/363/716/large_000000.jpg","423200","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","159069007"
"20200327143032/WtANgbbSLkSe50hHH8fEEA==","Mon Oct 16 13:12:55 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 970) The Manoeuvering Room on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. Part of the Marine Engineering Department, the Manoeuvring Room houses the equipment which controls and monitors the submarine�s nuclear reactor. It is also from where the boat�s power and speed is controlled using the throttle, seen centre right. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260813","","","https://media.iwm.org.uk/ciim5/363/702/large_000000.jpg","423200","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","158592266"
"20200327144702/rzFqeLcj8UJWNRZWxman0g==","Mon Oct 16 13:01:17 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 936) The Sound Room on board HMS SCEPTRE as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. Using mostly passive sonar, radar, and other sensors the submarine can get a near 360 degree picture of the surrounding area. Operators can simultaneously track multiple contacts above and below the surface. During the decommissioning process, all useful equipment such as the... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260778","","","https://media.iwm.org.uk/ciim5/363/668/large_000000.jpg","421600","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","169668155"
"20200327214016/xOgkjSTkeyT6QStscAcBAQ==","Mon Oct 16 12:53:45 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 936) The Sound Room on board HMS SCEPTRE as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. Using mostly passive sonar, radar, and other sensors the submarine can get a near 360 degree picture of the surrounding area. Operators can simultaneously track multiple contacts above and below the surface. During the decommissioning process, all useful equipment such as the... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260778","","","https://media.iwm.org.uk/ciim5/363/668/mid_000000.jpg","59100","/host_dir/MW-TNAUKGWA-41399-000-20200327212645-www.gov.uk-00039.warc.gz","416368769"
"20200327143029/SpfdfXKtRhk+sFyTiRnlEg==","Mon Oct 16 13:12:55 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 948) Junior Rates' Mess on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. There are three mess spaces on board, one for Junior Rates, one for Senior Rates (NCOs) and the Wardroom for Officers. The Junior Rates� Mess is where the junior members of the crew relaxed, enjoyed entertainments and eat meals served from the Galley hatch (seen at t... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260790","","","https://media.iwm.org.uk/ciim5/363/680/large_000000.jpg","423200","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","156459281"
"20200327143032/cR0JBQYnt1cVpne4TEWDdw==","Mon Oct 16 13:12:55 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 955) The Weapon Stowage Compartment on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. Seen here empty and unarmed, the Weapons Stowage Compartment, also known as the �Bomb Shop�, was the working space for the Weapon Engineering Department. The submarine has five torpedo tubes and would have stowed a combination of 25 Spearfish wire-guided ... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260797","","","https://media.iwm.org.uk/ciim5/363/687/large_000000.jpg","426400","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","158369508"
"20200327143032/oTH/0JayJJCxYThg0sNH6A==","Mon Oct 16 13:12:55 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 944) The Commanding Officer's cabin on board HMS SCEPTRE as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. There have been 16 Commanding Officers of HMS SCEPTRE. The CO is the only member of the company entitled to his own cabin which also served as his office and is situated off the Control Room. A few mementos remain, but the CO no longer lives here, preferring t... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260786","","","https://media.iwm.org.uk/ciim5/363/676/large_000000.jpg","436800","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","158139752"
"20200327143319/u1EhycCenBB84bJpbywv3w==","Mon Oct 16 13:13:09 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 964) Part of the Junior Rates' bunk space on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. The claustrophobic nature of the submarine can be seen in the main sleeping area for Junior Rates which consists of bunks stacked three high, each just 1.5 feet high and with just a curtain for privacy. There were not enough bunks for all men, resul... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260806","","","https://media.iwm.org.uk/ciim5/363/696/large_000000.jpg","424800","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","226213324"
"20200327143320/2DzFKTn8uGRag01mTEHCYg==","Mon Oct 16 13:13:09 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 943) Staged view of the Officer of the Watch (in this case a Chief Petty Officer) and helmsmen in the Control Room on board HMS SCEPTRE as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. The boat is in 'red light conditions'. Submarines are normally �rigged for red� to allow use of the periscope at night, dusk and dawn without interference from bright light in the c... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260785","","","https://media.iwm.org.uk/ciim5/363/675/large_000000.jpg","427200","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","226503750"
"20200327143339/pCBDxa6nBYrVsF42QIORCw==","Mon Oct 16 13:13:10 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 942) Staged view of the Officer of the Watch (in this case a Chief Petty Officer) and helmsmen in the Control Room on board HMS SCEPTRE as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. The Control Room is the command centre of the boat. It houses the helmsman�s Steering Position, the periscopes and the navigation plotting table. It would also have housed the Tacti... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260784","","","https://media.iwm.org.uk/ciim5/363/674/large_000000.jpg","426400","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","234312989"
"20200327193932/0TbBUjgsl+MVfyBwPA21iQ==","Mon Oct 16 12:44:18 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 942) Staged view of the Officer of the Watch (in this case a Chief Petty Officer) and helmsmen in the Control Room on board HMS SCEPTRE as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. The Control Room is the command centre of the boat. It houses the helmsman�s Steering Position, the periscopes and the navigation plotting table. It would also have housed the Tacti... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260784","","","https://media.iwm.org.uk/ciim5/363/674/mid_000000.jpg","60000","/host_dir/MW-TNAUKGWA-41399-000-20200327193815-www.gov.uk-00033.warc.gz","29266531"
"20200327194015/fC7xRcQQDcFIiaqE3IoDpA==","Mon Oct 16 12:44:22 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 960) Weapons rails n the Weapons Stowage Compartment on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. The Weapons Stowage Compartment, also known as the �Bomb Shop�, was the working space for the Weapon Engineering Department. The submarine has five torpedo tubes and would have stowed a combination of 25 Spearfish wire-guided torpedoes or... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260802","","","https://media.iwm.org.uk/ciim5/363/692/large_000000.jpg","426400","/host_dir/MW-TNAUKGWA-41399-000-20200327193815-www.gov.uk-00033.warc.gz","42385964"
"20200327194205/qkBvTbMaEieg/uYqXRgiNg==","Mon Oct 16 12:44:34 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 973) Petty Officer Dempster at the controls in the Manoeuvering Room on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. Part of the Marine Engineering Department, the Manoeuvring Room houses the equipment which controls and monitors the submarine�s nuclear reactor. It is also from where the boat�s power and speed is controlled using the thr... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260816","","","https://media.iwm.org.uk/ciim5/363/705/large_000000.jpg","418400","/host_dir/MW-TNAUKGWA-41399-000-20200327193815-www.gov.uk-00033.warc.gz","68783887"
"20200327194241/k41KV/yoMk38oOp5jRRVGQ==","Mon Oct 16 12:44:37 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 944) The Commanding Officer's cabin on board HMS SCEPTRE as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. There have been 16 Commanding Officers of HMS SCEPTRE. The CO is the only member of the company entitled to his own cabin which also served as his office and is situated off the Control Room. A few mementos remain, but the CO no longer lives here, preferring t... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260786","","","https://media.iwm.org.uk/ciim5/363/676/mid_000000.jpg","61500","/host_dir/MW-TNAUKGWA-41399-000-20200327193815-www.gov.uk-00033.warc.gz","73680015"
"20200327201234/L1OEPI6w8Zfm/5FThZJy6A==","Mon Oct 16 12:55:35 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 955) The Weapon Stowage Compartment on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. Seen here empty and unarmed, the Weapons Stowage Compartment, also known as the �Bomb Shop�, was the working space for the Weapon Engineering Department. The submarine has five torpedo tubes and would have stowed a combination of 25 Spearfish wire-guided ... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260797","","","https://media.iwm.org.uk/ciim5/363/687/mid_000000.jpg","60000","/host_dir/MW-TNAUKGWA-41399-000-20200327195557-www.gov.uk-00034.warc.gz","318934502"
"20200327214009/aRje8/rBfjyqsr0QpUP8Aw==","Mon Oct 16 12:53:44 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 948) Junior Rates' Mess on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. There are three mess spaces on board, one for Junior Rates, one for Senior Rates (NCOs) and the Wardroom for Officers. The Junior Rates� Mess is where the junior members of the crew relaxed, enjoyed entertainments and eat meals served from the Galley hatch (seen at t... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260790","","","https://media.iwm.org.uk/ciim5/363/680/mid_000000.jpg","59400","/host_dir/MW-TNAUKGWA-41399-000-20200327212645-www.gov.uk-00039.warc.gz","411015311"
"20200327143030/g5AQwyEE0TV6vl0WmOVYNw==","Mon Oct 16 13:12:55 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 951) Part of the Galley on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. The Galley once produced four freshly cooked meals a day. Over the course of a patrol, in this small space the team of four cooks and assistants would have served the 120 men 25 miles of sausages, 5000 pints of milk and 70 bags of potatoes. During the final months, t... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260793","","","https://media.iwm.org.uk/ciim5/363/683/large_000000.jpg","428800","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","157088339"
"20200327221606/WCkD6Z8uVkfQcix6KK8U+A==","Mon Oct 16 13:16:31 GMT 2023","","ROYAL NAVY SUBMARINES OF THE COLD WAR: HMS SCEPTRE AT DECOMMISSIONING, NOVEMBER 2010 (DC 951) Part of the Galley on board HMS SCEPTRE seen as she lays alongside at Devonport dockyard just prior to decommissioning and disposal. The Galley once produced four freshly cooked meals a day. Over the course of a patrol, in this small space the team of four cooks and assistants would have served the 120 men 25 miles of sausages, 5000 pints of milk and 70 bags of potatoes. During the final months, t... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205260793","","","https://media.iwm.org.uk/ciim5/363/683/mid_000000.jpg","60300","/host_dir/MW-TNAUKGWA-41399-000-20200327220704-www.gov.uk-00042.warc.gz","481132755"
"20200327232209/xdeBq7dWWO9lkmBjO5v9+A==","Mon Oct 16 12:37:49 GMT 2023","","BRITISH RESPONSE TO THE OUTBREAK OF WAR AUGUST 1914: RECRUITING AND SCENES IN THE UNITED KINGDOM 1914 (Q 66157) 1st Battalion, Irish Guards prepare to leave Wellington Barracks, Westminster, London, following the outbreak of the First World War, 6 August 1914. The Battalion arrived in France as part of the British Expeditionary Force on 13 August 1914. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205021928","","","https://media.iwm.org.uk/ciim5/8/263/large_000000.jpg","498400","/host_dir/MW-TNAUKGWA-41399-000-20200327231240-www.gov.uk-00048.warc.gz","406669696"
"20200327144540/Z86yEErEYhTGuURRpEOlYg==","Mon Oct 16 13:01:07 GMT 2023","","photograph (Q 113583) Newsvendor on a beach at the outbreak of the First World War Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205222716","","","https://media.iwm.org.uk/ciim5/297/36/large_000000.jpg","373600","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","125338583"
"20200327121036/uDY1C2eXwuMEfl2nx9XwgA==","Mon Oct 16 12:46:28 GMT 2023","","","","","https://www.iwm.org.uk/sites/default/files/2018-02/sub_teaser.jpg","258280","/host_dir/MW-TNAUKGWA-41399-000-20200327115745-www.gov.uk-00000.warc.gz","31238069"
"20200327143545/Giypr89OlS0uouNTjHq04Q==","Mon Oct 16 13:13:25 GMT 2023","Andrew Tunnard","Gary Oldman visits the Churchill War Rooms on the day of the premiere of the movie ""Darkest Hour"", which stars Oldman as Churchill.Photographed 11th December 2017.","","","https://www.iwm.org.uk/sites/default/files/2019-12/IWM_2017_098_0024_Oldman.jpg","4158960","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","328233539"
"20200327202911/O8VR8eHZNdNKaQaoJe6ZSA==","Mon Oct 16 12:41:09 GMT 2023","","WAR STORY: STUDIES OF CAMP BASTION AND MAIN OPERATING BASE LASHKAR GAH DURING OPERATION HERRICK XVI, AUGUST 2012 (DC 2194) Digital file. Image of scene at Camp Bastion, the principal British base in Helmand Province, Afghanistan during Operation Herrick XVI (H16). Taken during a visit by members of the War Story project team. Camp Bastion EOD and Search Task Force, 33 Engineering Regiment training and accommodation area. Theatre Military Working Dog unit training drill. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205392149","","","https://media.iwm.org.uk/ciim5/444/321/large_000000.jpg","410400","/host_dir/MW-TNAUKGWA-41399-000-20200327201751-www.gov.uk-00035.warc.gz","287895894"
"20200327171424/8Cppe+FIufqMi9w7ob2lqQ==","Mon Oct 16 12:59:17 GMT 2023","War Office, Armed Forces, Judge Advocate General, and related bodies","","","","https://cdn.nationalarchives.gov.uk/blog/wp-content/uploads/2018/01/01144326/WO-311_174_01-04-1946_31-05-1946-crop.jpg","140000","/host_dir/MW-TNAUKGWA-41399-000-20200327171311-www.gov.uk-00023.warc.gz","29299186"
"20200327172055/CzBSWAOZ7jU0LtQpDxKP5g==","Mon Oct 16 12:59:59 GMT 2023","War Office, Armed Forces, Judge Advocate General, and related bodies","","","","https://cdn.nationalarchives.gov.uk/blog/wp-content/uploads/2018/07/01142201/WO-195_16653-_2_1968.jpg","175000","/host_dir/MW-TNAUKGWA-41399-000-20200327171311-www.gov.uk-00023.warc.gz","341504232"
"20200327145651/gLVMxLUbVL+rrPFo571deA==","Mon Oct 16 12:41:59 GMT 2023","","Children take part in a tug-of-war match during a royal wedding party in Downing Street, London, hosted by Prime Minister David Cameron and his wife Samantha, to celebrate the royal wedding.","","","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/take_part_page/image/13/s300_streetparty-960.jpg","58500","/host_dir/MW-TNAUKGWA-41399-000-20200327145502-www.gov.uk-00011.warc.gz","86142801"
"20230908142930/gLVMxLUbVL+rrPFo571deA==","Wed Oct 18 14:15:30 GMT 2023","","Children take part in a tug-of-war match during a royal wedding party in Downing Street, London, hosted by Prime Minister David Cameron and his wife Samantha, to celebrate the royal wedding.","","","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/take_part_page/image/13/s300_streetparty-960.jpg","58500","/host_dir/MW-TNAUKGWA-64115-000-20230908142539-www.gov.uk-00004.warc.gz","148445308"
"20200327211629/z6rNSdybC72e/FWZhvdmVw==","Mon Oct 16 13:05:25 GMT 2023","","THE GENERAL MOBILISATION IN AUSTRIA-HUNGARY, 1914 (Q 106569) Civilians waving farewell to Austro-Hungarian troops on board trains about to depart for war service. Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/205082881","","","https://media.iwm.org.uk/ciim5/400/324/large_000000.jpg","394400","/host_dir/MW-TNAUKGWA-41399-000-20200327211003-www.gov.uk-00038.warc.gz","205489757"
"20200327144840/kCVfdz6vKoSKFyZb5oh2Ag==","Mon Oct 16 13:01:27 GMT 2023","Andrew Tunnard","","","","https://www.iwm.org.uk/sites/default/files/2018-01/optimised_iwm_site_cwr_000567.jpg","4257405","/host_dir/MW-TNAUKGWA-41399-000-20200327143824-www.gov.uk-00010.warc.gz","209932030"
"20200327203827/D8zQQH7rqrqdguxYfgufEw==","Mon Oct 16 13:06:02 GMT 2023","Andrew Tunnard","","","","https://www.iwm.org.uk/sites/default/files/2018-01/optimised_iwm_site_cwr_000588.jpg","4249734","/host_dir/MW-TNAUKGWA-41399-000-20200327203254-www.gov.uk-00036.warc.gz","134948205"
"20200327143559/CVoGLYoE/6OleQvK5NVuJA==","Mon Oct 16 13:13:26 GMT 2023","Richard Ash","IWM Institute for the Public Understanding of War and Conflict-Pilot launch at IWM London on the Roof terrace event space. Photographed 12th June 2018.General view of the event.""IWM is launching IWM Institute for the Public Understanding of War and Conflict to incorporate all current and future activity within the museums that extends beyond the permanent galleries and collections. The Institute will provide a focus for our activities and enable us to demonstrate our impact on audiences and society in a more effective manner.""","","","https://www.iwm.org.uk/sites/default/files/2018-07/iwm_2018_057_0069.jpg","4101920","/host_dir/MW-TNAUKGWA-41399-000-20200327142321-www.gov.uk-00009.warc.gz","344958531"
"20200327204508/DUl0pLWheQFJOLTNQ+WREA==","Mon Oct 16 13:06:37 GMT 2023","","Madsen Muskete 7.92mm (FIR 8045) The Danish Madsen was the first true light machine-gun ever manufactured. Patented in 1899, it first saw service in the hands of the Russian Army during the Russo-Japanese War of 1904-5. Although it employed a unique and complex system of operation, the Madsen remained in production until the 1950s and was sold to a number of the world's smaller armed forces.During the First World War 5,000 Mads... Copyright: � IWM. Original Source: http://www.iwm.org.uk/collections/item/object/30033308","","","https://media.iwm.org.uk/ciim5/376/111/large_000000.jpg","480000","/host_dir/MW-TNAUKGWA-41399-000-20200327203254-www.gov.uk-00036.warc.gz","345790238"
